,CompanyID,Year,Quarter,Price_To_Earnings_Ratio,Price_To_Book_Ratio,Debt_To_Equity_Ratio,Dividend_Yield,Free_Cash_Flow
0,1326801,2016,4,37.72457227138643,6.784839088977178,0.10272567679940867,0.0,6536000000.0
1,1326801,2017,1,32.22073033707865,5.547905284319357,0.0974254147379802,0.0,11617000000.0
2,1326801,2017,2,34.62713936430318,6.583872692480864,0.10493985978002186,0.0,3787000000.0
3,1326801,2017,3,31.959299363057326,6.566268106677096,0.11073840646199666,0.0,7703000000.0
4,1326801,2017,4,30.974327272727272,6.947561442534547,0.10939782046961016,0.0,12075000000.0
5,1326801,2018,1,32.045919854280505,6.864823356692267,0.13688514667706833,0.0,17483000000.0
6,1326801,2018,2,25.904390243902444,5.964450811646484,0.1459031177531564,0.0,5048000000.0
7,1326801,2018,3,29.48838660578387,7.0655001952583705,0.13742410118162807,0.0,7886000000.0
8,1326801,2018,4,24.36374442793462,5.887925120111523,0.15073062657140723,0.0,12042000000.0
9,1326801,2019,1,17.08467973856209,4.489838482294626,0.15698883830399277,0.0,15359000000.0
10,1326801,2019,2,24.51199115044248,5.486180045309538,0.2653959961163253,0.0,5471000000.0
11,1326801,2019,3,32.3943771043771,6.189208478853563,0.3181992293999685,0.0,10454000000.0
12,1326801,2019,4,28.226899841017485,5.390692547793062,0.3236098256364429,0.0,16229000000.0
13,1326801,2020,1,31.579629629629625,5.77939659983771,0.3198487937142518,0.0,21212000000.0
14,1326801,2020,2,22.62598639455782,4.50243249069361,0.3140146623110233,0.0,7443000000.0
15,1326801,2020,3,27.44129696969697,5.841838121451918,0.2647785815821163,0.0,8065000000.0
16,1326801,2020,4,29.438162344983084,6.321037152491696,0.24382702941451276,0.0,14205000000.0
17,1326801,2021,1,26.64802348336595,6.052298096500117,0.24184270013251227,0.0,23632000000.0
18,1326801,2021,2,24.801427364864868,6.254954235842494,0.2234525688890219,0.0,7970000000.0
19,1326801,2021,3,25.32284879474069,7.107599913186281,0.23426682196676482,0.0,16605000000.0
20,1326801,2021,4,23.812434904996483,7.139970049490102,0.27163317336532694,0.0,26381000000.0
21,1326801,2022,1,23.970250178699068,7.559259739427766,0.3291826488040423,0.0,39116000000.0
22,1326801,2022,2,16.556743838685584,4.902443681630798,0.3326354399974032,0.0,8635000000.0
23,1326801,2022,3,13.188482362592286,3.4565155438231008,0.34994871468668254,0.0,13259000000.0
24,1326801,2022,4,12.810047348484845,2.9236315712282623,0.44160072203329737,0.0,13576000000.0
25,1326801,2023,1,13.902665121668598,2.564462386547135,0.4773889732963178,0.0,19044000000.0
26,1326801,2023,2,26.087148148148145,4.380370714371569,0.4783524980968789,0.0,7156000000.0
27,1326801,2023,3,33.03943418013857,5.481933643207271,0.5420679981795528,0.0,18249000000.0
28,1326801,2023,4,25.981935763888888,5.396593158959355,0.5137499737529134,0.0,32108000000.0
29,1326801,2024,1,23.23246214614878,5.930530080695707,0.49915778752742085,0.0,43847000000.0
30,1326801,2024,2,27.166171524663678,8.24870260952725,0.4903062282232878,0.0,12846000000.0
31,1326801,2024,3,25.037162027833006,8.142844113725815,0.46870116035033776,0.0,24043000000.0
32,1326801,2024,4,26.23464711274061,8.799061320496692,0.5584365066340888,0.2626233338442124,40509000000.0
