,CompanyID,Year,Quarter,Price_To_Earnings_Ratio,Price_To_Book_Ratio,Debt_To_Equity_Ratio,Dividend_Yield,Free_Cash_Flow
0,19617,2016,4,5.0179848628193,0.8560737947170793,8.912393691685244,2.842562227596621,18715000000.0
1,19617,2017,1,11.09403846153846,1.1179489270324796,8.79964593414375,2.9827065192552285,20196000000.0
2,19617,2017,2,10.83478593272171,1.1368332401822558,8.951771064983996,0.7030546112781546,20036000000.0
3,19617,2017,3,10.88892804698972,1.1776233875197673,8.916218861588577,1.4408879840149234,13024000000.0
4,19617,2017,4,11.161289398280802,1.237695191759066,8.91970802919708,2.0256526865274,16038000000.0
5,19617,2018,1,13.816094488188979,1.4084659394778856,8.908757768104719,2.4971199577972443,2501000000.0
6,19617,2018,2,12.826209335219236,1.4529246256363693,9.18647468198797,0.6006865309558008,35109000000.0
7,19617,2018,3,11.437536423841058,1.376826506103881,9.060087470577725,1.3304182293568976,576000000.0
8,19617,2018,4,11.564391143911442,1.4903679675584172,9.098947311512381,1.8109045282681087,13765000000.0
9,19617,2019,1,9.059922566371682,1.31064875109885,9.223698419195758,3.0068316465321594,14187000000.0
10,19617,2019,2,9.19764769065521,1.3527938666249977,9.534250318468887,0.8628589166415025,80880000000.0
11,19617,2019,3,9.693580874872838,1.48604954312395,9.36179169120301,1.55464444655868,94734000000.0
12,19617,2019,4,9.93306784660767,1.5686804841314235,9.458414665516667,2.1838655191619116,77039000000.0
13,19617,2020,1,11.219897674418604,1.8945857204229921,9.283469176902766,2.4929708526785688,6046000000.0
14,19617,2020,2,8.819347581552305,1.231879251875818,11.016408815671625,0.9905443496934485,120772000000.0
15,19617,2020,3,11.112845637583893,1.2850436374459344,11.149444541075223,1.8661154794795984,37032000000.0
16,19617,2020,4,11.126007802340702,1.2954525940191175,10.973147728069108,2.719424321381984,51858000000.0
17,19617,2021,1,12.818717660292462,1.674548060095678,11.121075767663967,2.7127458723821665,79910000000.0
18,19617,2021,2,10.90406026962728,2.0106914209810665,12.142686150316692,0.5657042232266503,43872000000.0
19,19617,2021,3,9.41459027315123,2.025519835132077,11.864651205017005,1.0884695734755165,30342000000.0
20,19617,2021,4,9.454823008849557,2.116930774700106,11.955327005492327,1.542679253747425,7011000000.0
21,19617,2022,1,12.089177740863786,2.031395678304479,11.727723058406742,2.152008606897054,78084000000.0
22,19617,2022,2,12.396165191740414,1.8100969615450038,12.832461813437613,0.662795642265196,41917000000.0
23,19617,2022,3,11.466994535519126,1.5051983765637635,12.424455604365649,1.5727812569387698,24101000000.0
24,19617,2022,4,11.502470725995318,1.4000242065882498,12.102944954829212,2.5260881221771863,5897000000.0
25,19617,2023,1,14.894309133489463,1.7861093503820074,11.539656965368144,2.597403002253002,107119000000.0
26,19617,2023,2,12.439130869130867,1.6864370612232051,11.354098890729242,0.660107696008769,111241000000.0
27,19617,2023,3,11.671825,1.8397292961259601,11.377734260005887,1.1568066237117018,92376000000.0
28,19617,2023,4,30.97422907488986,1.8188433067816057,11.28320482967883,1.7387670340720258,47257000000.0
29,19617,2024,1,36.59792951541849,2.080205592781971,10.819618882633174,1.9738916451553334,12974000000.0
30,19617,2024,2,-48.96830845771144,2.400410264049635,11.151745054762252,0.43226618446057824,154158000000.0
31,19617,2024,3,-13.410281690140845,2.4101178351139723,11.165551810002585,0.8857531370679356,115689000000.0
32,19617,2024,4,-14.011998663101602,2.4880989561611644,11.173538902832556,1.2696487726546013,189770000000.0
